ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
00-73,14/01/00 06:04:47,https://twitter.com/senall83/status/729012814237581313,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@senall83,🇵🇭 Cryptötskie 🇵🇭,"🤗CryptoCurrency🤗
$BTC $ADA $BNB $VET $ONE $FTM $MATIC $BAT $THETA $HBAR $XLM $XRP $DGB $BTTC $CKB $HOT $DAR $GMM $SHIB $Hi $Pi $NEAR $BRISE $SUPS $SWEAT",Anonymous,01/12,1222,105,,"FYI lang Ms. Reporter, it was Ninoy Aquino, an NPA Commander & the father of our Dictator President PNoy Aquino... http://fb.me/3FvnCL3z0","FYI LANG ms. Reporter, It was Ninoy Aquino, an NPA Commander & the Father of Our Dictator President PNoy Aquino... http://fb.me/3FVNCL3z0","Text, URL",05/08/16 02:19,,Emotional,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]","Broken link to URL (Facebook post of Russel V. Llanes that is deleted/deactivated)
Blank Location",,
00-74,15/01/00 06:04:47,https://twitter.com/jamesparmis/status/711423454977765377,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@jamesparmis,"Jaime II Parmis, PMP®",PMP® Certified • Data Analyst Certified • Data Scientist Certified • IT Support Certified • Cybersecurity Analyst Certified • Social Media Certified,Identified,04/08,711,1044,United Arab Emirates,"PAGBABALIK ALAALA: Si Ninoy ang itinurong mastermind sa bomba ng Plaza Miranda na nangyari sa AUGUST 21, 1971.... http://fb.me/5yN7OvfsU","Returning Memories: Ninoy is the mastermind of the Plaza Miranda bomb that occurred on August 21, 1971 .... http://fb.me/5yn7ovfsu","Text, URL",20/03/16 13:25,,Rational,0,0,0,0,,,"Aquino was not present at the event as he was allegedly at a birthday party with Sen. Doy Laurel and his family in a nearby restaurant. But there’s no concrete evidence proving that his absence meant he was among those who planned the violent attack. Until now, without any substantial basis, claims that Aquino was one of the plotters are merely unfounded rumors and not a historical fact. He was never linked to any concrete evidence or definite report or tagged by a witness. 
[https://factsfirstph-partners.rappler.com/4127/fact-check-jay-sonza-claims-ninoy-aquino-mastermind-plaza-miranda-bombing/]",Broken link to URL,,
00-75,16/01/00 06:04:47,https://twitter.com/Hades_alexis/status/702684688842817536,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@Hades_alexis,alexis,,Anonymous,06/12,2491,186,,Juice colored paano naging bayani ang isang miyembro ng NPA? Ninoy bayani? Lider nga sya ng NPA eh.. #EDSA30,Juice colored How did an NPA member become a hero? Ninoy hero? He is the leader of the NPA eh .. #EDSA30,Text,25/02/16 10:40,,Emotional,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]","Blank Bio
Blank Location",,
00-76,17/01/00 06:04:47,https://twitter.com/Valenzuela_Jeff/status/701070306538971137,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@Valenzuela_Jeff,Jeff Valenzuela,"I search but never find, hurt but never cry.",Identified,09/09,253,165,"Manila, PH","Plaza Miranda Bombing? Si ninoy may pakana nga nyan, sya nagsimula ng mga communist, mga NPA #Bottomline","Plaza Miranda Bombing? Ninoy is the one that conspired it, he started communists, the NPA #Bottomline",Text,20/02/16 23:46,,Emotional,0,0,0,0,,,"Aquino was not present at the event as he was allegedly at a birthday party with Sen. Doy Laurel and his family in a nearby restaurant. But there’s no concrete evidence proving that his absence meant he was among those who planned the violent attack. Until now, without any substantial basis, claims that Aquino was one of the plotters are merely unfounded rumors and not a historical fact. He was never linked to any concrete evidence or definite report or tagged by a witness. 
[https://factsfirstph-partners.rappler.com/4127/fact-check-jay-sonza-claims-ninoy-aquino-mastermind-plaza-miranda-bombing/]

CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",,,
00-77,18/01/00 06:04:47,https://twitter.com/jonnelcardano/status/943067977234165760,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@jonnelcardano,Newsline Philippines,,Anonymous,09/09,89,46,"Davao City, Davao Region",JOMA SISON IBINUNYAG NA MAGKASAMA SILA NI NINOY AQUINO NA NAMUNO SA MGA NPA: http://youtu.be/8ecnnXtyxho?a via @YouTube,Joma Sison revealed that they were with Ninoy Aquino who ruled the NPAs: http://youtu.be/8ecnnxtyxho?a via @youtube,"Text, URL",19/12/17 18:38,,Rational,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]","Blank Bio
Broken Link to URL (Unavailable Youtube Video)",,
00-78,19/01/00 06:04:47,https://twitter.com/Smartteaser192/status/940580000390004737,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@Smartteaser192,Kyle Victor Jose 🇵🇭 ✝️ Ψ ♎,"Wordsmith of interests,
Student of psychology,
Follower of Christ,
Vicarious vagabond,
Vessel of humanity.",Identified,06/09,5007,547,Philippines,"Marcos declared Martial Law because of the communist insurgency headed by Joma Sison and the so-called ""Kumander Dante"" (Which some intelligence sources saying he was Ninoy Aquino). Today, history repeats itself.","Marcos declared Martial Law because of the communist insurgency headed by Joma Sison and the so-called ""Kumander Dante"" (Which some intelligence sources saying he was Ninoy Aquino). Today, history repeats itself.",Text,12/12/17 21:52,,Rational,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",,,
00-79,20/01/00 06:04:47,https://twitter.com/babeline7/status/936086284455391232,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@babeline7,Babylinda Atendido,,Identified,03/17,89,21,Macau,"Ninoy Aquino isa daw diumano sa founder ng CPP/NPA..so.cla.ang.dahilan.ng.pagdeklara.ng.martial.law,, https://twitter.com/Dutertenomics/...","Ninoy Aquino is allegedly one of the founder of the CPP/NPA..so.they.are.the.cause.of.martial.law.declaration ,, https: //twitter.com/dutertenomics/...","Text, Quote Tweet",30/11/17 12:15,,Emotional,1,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]

Former senator Benigno “Ninoy” Aquino Jr. was not the reason the late strongman Ferdinand Marcos declared martial law. Marcos’ Proclamation 1081, signed Sept. 21, 1972, placed the Philippines under martial law, citing “rebellion and lawlessness in the country” due to the operations of the “radical left,” that is, the Communist Party of the Philippines and its armed wing, the New People’s Army.
[https://verafiles.org/articles/vera-files-fact-check-report-claiming-ninoy-aquino-reason-ma]","Quoted Tweet unavailable
Blank Bio",,
00-80,21/01/00 06:04:47,https://twitter.com/tapatnapilipino/status/935781707222884352,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@tapatnapilipino,"Opens profile photo
TapatNaPilipino(TNP)","Ang naninira sa gobyerno ay kasiraan sa Lahing Pilipino, katulad din ng pagaakusa na di mapatunayan, kaya dapat sila ay nasa bilangguan habangbuhay.",Anonymous,04/11,58,315,Sa Puso ng Pilipinas,"Si Ninoy Aquino ay isa sa nagtatag ng NPA at si Ninoy ay HINDI hero. Kalaban sya ng Estado nuong panahon na yun., pamumulitika ang alam nila. Kaya nga naging talamak ang NPA that time kya nagDeclare ng ML. And Cory Aquino ay PRODUCTO ng pandaraya...nanalo ba sya? Hindi, di ba?","Ninoy Aquino is one of the founders of the NPA and Ninoy is not a hero. He was the enemy of the state at that time., All they knew were politics. So the NPA became widespread that time that is why ML was declared. And Cory Aquino is a PRODUCT of fraud ... did she win? No, right?",Text,29/11/17 16:05,,Emotional,9,0,7,1,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",,,
00-81,22/01/00 06:04:47,https://twitter.com/emvisi/status/906772939973959680,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@emvisi,EmViSi,,Anonymous,12/09,295,162,Philippines,Best historical revisionism? Ninoy called a freedom fighter. He fought Marcos for sure. But he was a communist.,Best historical revisionism? Ninoy called a freedom fighter. He fought Marcos for sure. But he was a communist.,Text,09/10/17 14:54,,Emotional,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",Blank Bio,,
00-82,23/01/00 06:04:47,https://twitter.com/emvisi/status/906772649153413120,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@emvisi,EmViSi,,Anonymous,12/09,295,162,Philippines,Ninoy Aquino co founded the CPP NPA. He helped organize the NPA. And you call him a hero?,Ninoy Aquino co founded the CPP NPA. He helped organize the NPA. And you call him a hero?,Text,09/10/17 14:53,,Emotional,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",Blank Bio,,
00-83,24/01/00 06:04:47,https://twitter.com/tapatnapilipino/status/899452597613903872,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@tapatnapilipino,"Opens profile photo
TapatNaPilipino(TNP)","Ang naninira sa gobyerno ay kasiraan sa Lahing Pilipino, katulad din ng pagaakusa na di mapatunayan, kaya dapat sila ay nasa bilangguan habangbuhay.",Anonymous,04/11,58,315,Sa Puso ng Pilipinas,"Si Ninoy Aquino is not a Hero. Si Ninoy ay isang ""Traydor"" sa Pilipinas.Isa sya sa nagtatag ng CPP -NPA.","Ninoy Aquino is not a hero. Ninoy is a ""traitor"" in the Philippines. He is the founder of the CPP -NPA.","Text, Image",21/08/17 10:06,,Rational,5,9,2,1,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]

The charges against Aquino for which he was convicted in 1977 were for illegal possession of firearms, murder, and violations of the Anti-Subversion Act. Treason was not included. 
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-found-guilty-treason/]",,,
00-84,25/01/00 06:04:47,https://twitter.com/aizenrei20/status/894478898339004416,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@aizenrei20,Aizen Rei,Music Government & Politics Politicians Entertainment Weather News World News News Sports,Anonymous,03/17,121,12,,"Ninoy Aquino is Not A Hero
He is Malaysian Citizen
No Concern to Filipino People
Ninoy is Founder of terorist..","Ninoy Aquino is Not A Hero
He is Malaysian Citizen
No Concern to Filipino People
Ninoy is Founder of terorist..","Text, Image",08/07/17 16:42,,Emotional,0,0,0,0,,,"Upon his arrival in the Philippines on Aug. 21, 1983, former senator Benigno “Ninoy” Aquino Jr. was carrying Philippine-issued travel documents, not Malaysian. There is no evidence showing that Aquino applied for a Malaysian passport. 
[https://verafiles.org/articles/vera-files-fact-check-ninoy-aquino-did-not-die-a-malaysian-citizen]

CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",Blank Location,,
